filename,label,original_filename,source_path
tobogganing_oLglnjdb8dI.mp4,tobogganing,oLglnjdb8dI.mp4,E:\kinetics400_5per\train\tobogganing\oLglnjdb8dI.mp4
hurdling_dLtYTuLCjRo.mp4,hurdling,dLtYTuLCjRo.mp4,E:\kinetics400_5per\train\hurdling\dLtYTuLCjRo.mp4
headbutting_NaS5D3_8Suo.mp4,headbutting,NaS5D3_8Suo.mp4,E:\kinetics400_5per\train\headbutting\NaS5D3_8Suo.mp4
knitting_BMnqufiOxwM.mp4,knitting,BMnqufiOxwM.mp4,E:\kinetics400_5per\train\knitting\BMnqufiOxwM.mp4
blowing leaves_Oe6UTZUXCrQ.mp4,blowing leaves,Oe6UTZUXCrQ.mp4,E:\kinetics400_5per\train\blowing leaves\Oe6UTZUXCrQ.mp4
hurling (sport)_wjvcy7uOxas.mp4,hurling (sport),wjvcy7uOxas.mp4,E:\kinetics400_5per\train\hurling (sport)\wjvcy7uOxas.mp4
reading newspaper_RZbxnGwlIQo.mp4,reading newspaper,RZbxnGwlIQo.mp4,E:\kinetics400_5per\train\reading newspaper\RZbxnGwlIQo.mp4
catching or throwing baseball_F2rQZZfC2is.mp4,catching or throwing baseball,F2rQZZfC2is.mp4,E:\kinetics400_5per\train\catching or throwing baseball\F2rQZZfC2is.mp4
building shed_kaVdjlhyTrs.mp4,building shed,kaVdjlhyTrs.mp4,E:\kinetics400_5per\train\building shed\kaVdjlhyTrs.mp4
kicking field goal_ErCnNEgC9go.mp4,kicking field goal,ErCnNEgC9go.mp4,E:\kinetics400_5per\train\kicking field goal\ErCnNEgC9go.mp4
eating watermelon_HMqXbs4WZEU.mp4,eating watermelon,HMqXbs4WZEU.mp4,E:\kinetics400_5per\train\eating watermelon\HMqXbs4WZEU.mp4
jogging_uaLyTIzwmGI.mp4,jogging,uaLyTIzwmGI.mp4,E:\kinetics400_5per\train\jogging\uaLyTIzwmGI.mp4
punching bag_D8m0Z6ZHh14.mp4,punching bag,D8m0Z6ZHh14.mp4,E:\kinetics400_5per\train\punching bag\D8m0Z6ZHh14.mp4
dunking basketball_4r2VpL1OsWw.mp4,dunking basketball,4r2VpL1OsWw.mp4,E:\kinetics400_5per\train\dunking basketball\4r2VpL1OsWw.mp4
capoeira_32Pt0uEZbLQ.mp4,capoeira,32Pt0uEZbLQ.mp4,E:\kinetics400_5per\train\capoeira\32Pt0uEZbLQ.mp4
playing trombone_2dHD_8uy668.mp4,playing trombone,2dHD_8uy668.mp4,E:\kinetics400_5per\train\playing trombone\2dHD_8uy668.mp4
spray painting_23bA_5yadxs.mp4,spray painting,23bA_5yadxs.mp4,E:\kinetics400_5per\train\spray painting\23bA_5yadxs.mp4
ice skating_hLqz8G6rljY.mp4,ice skating,hLqz8G6rljY.mp4,E:\kinetics400_5per\train\ice skating\hLqz8G6rljY.mp4
drop kicking_ikgcyJNtG8M.mp4,drop kicking,ikgcyJNtG8M.mp4,E:\kinetics400_5per\train\drop kicking\ikgcyJNtG8M.mp4
riding scooter__yCPAkQQKs4.mp4,riding scooter,_yCPAkQQKs4.mp4,E:\kinetics400_5per\train\riding scooter\_yCPAkQQKs4.mp4
headbanging_SYRAXA-71_U.mp4,headbanging,SYRAXA-71_U.mp4,E:\kinetics400_5per\train\headbanging\SYRAXA-71_U.mp4
hockey stop_zzuDOjpXMFI.mp4,hockey stop,zzuDOjpXMFI.mp4,E:\kinetics400_5per\train\hockey stop\zzuDOjpXMFI.mp4
using computer_yz7AjUgefjQ.mp4,using computer,yz7AjUgefjQ.mp4,E:\kinetics400_5per\train\using computer\yz7AjUgefjQ.mp4
ski jumping_Xoy28PgrXBQ.mp4,ski jumping,Xoy28PgrXBQ.mp4,E:\kinetics400_5per\train\ski jumping\Xoy28PgrXBQ.mp4
trimming trees_LPxqD0c1yfg.mp4,trimming trees,LPxqD0c1yfg.mp4,E:\kinetics400_5per\train\trimming trees\LPxqD0c1yfg.mp4
playing recorder_n9IO4sEyQyk.mp4,playing recorder,n9IO4sEyQyk.mp4,E:\kinetics400_5per\train\playing recorder\n9IO4sEyQyk.mp4
golf putting_w0xqIbnzdCg.mp4,golf putting,w0xqIbnzdCg.mp4,E:\kinetics400_5per\train\golf putting\w0xqIbnzdCg.mp4
sneezing_a994DZ3BSGQ.mp4,sneezing,a994DZ3BSGQ.mp4,E:\kinetics400_5per\train\sneezing\a994DZ3BSGQ.mp4
eating chips_v1M3GYY26jI.mp4,eating chips,v1M3GYY26jI.mp4,E:\kinetics400_5per\train\eating chips\v1M3GYY26jI.mp4
pushing cart_JkVoe81soVc.mp4,pushing cart,JkVoe81soVc.mp4,E:\kinetics400_5per\train\pushing cart\JkVoe81soVc.mp4
bench pressing_XenRdjBTfUs.mp4,bench pressing,XenRdjBTfUs.mp4,E:\kinetics400_5per\train\bench pressing\XenRdjBTfUs.mp4
bartending_9WEs6jxCV68.mp4,bartending,9WEs6jxCV68.mp4,E:\kinetics400_5per\train\bartending\9WEs6jxCV68.mp4
clean and jerk_J4rrsTFujZE.mp4,clean and jerk,J4rrsTFujZE.mp4,E:\kinetics400_5per\train\clean and jerk\J4rrsTFujZE.mp4
crying_i5I5QLrlMmE.mp4,crying,i5I5QLrlMmE.mp4,E:\kinetics400_5per\train\crying\i5I5QLrlMmE.mp4
dying hair_jHODDw65G4A.mp4,dying hair,jHODDw65G4A.mp4,E:\kinetics400_5per\train\dying hair\jHODDw65G4A.mp4
swimming butterfly stroke_VlOBFVFsyuM.mp4,swimming butterfly stroke,VlOBFVFsyuM.mp4,E:\kinetics400_5per\train\swimming butterfly stroke\VlOBFVFsyuM.mp4
crawling baby_9y2-eIRT3S4.mp4,crawling baby,9y2-eIRT3S4.mp4,E:\kinetics400_5per\train\crawling baby\9y2-eIRT3S4.mp4
reading newspaper_HFPFg5Y2gm4.mp4,reading newspaper,HFPFg5Y2gm4.mp4,E:\kinetics400_5per\train\reading newspaper\HFPFg5Y2gm4.mp4
throwing discus_gXl4CO3kLWk.mp4,throwing discus,gXl4CO3kLWk.mp4,E:\kinetics400_5per\train\throwing discus\gXl4CO3kLWk.mp4
playing harp_jBLT8OHfZt0.mp4,playing harp,jBLT8OHfZt0.mp4,E:\kinetics400_5per\train\playing harp\jBLT8OHfZt0.mp4
jumping into pool_A35nKxBi0ws.mp4,jumping into pool,A35nKxBi0ws.mp4,E:\kinetics400_5per\train\jumping into pool\A35nKxBi0ws.mp4
abseiling_bYVa4Rdeowc.mp4,abseiling,bYVa4Rdeowc.mp4,E:\kinetics400_5per\train\abseiling\bYVa4Rdeowc.mp4
walking the dog_CP2NCQ00qnY.mp4,walking the dog,CP2NCQ00qnY.mp4,E:\kinetics400_5per\train\walking the dog\CP2NCQ00qnY.mp4
spray painting_UMRuefzo3Dc.mp4,spray painting,UMRuefzo3Dc.mp4,E:\kinetics400_5per\train\spray painting\UMRuefzo3Dc.mp4
snowkiting_53BzKLBFWzs.mp4,snowkiting,53BzKLBFWzs.mp4,E:\kinetics400_5per\train\snowkiting\53BzKLBFWzs.mp4
skateboarding_n_WVBjqDc1Q.mp4,skateboarding,n_WVBjqDc1Q.mp4,E:\kinetics400_5per\train\skateboarding\n_WVBjqDc1Q.mp4
plastering_DUs4x013xDE.mp4,plastering,DUs4x013xDE.mp4,E:\kinetics400_5per\train\plastering\DUs4x013xDE.mp4
playing poker_DrzelmWLS74.mp4,playing poker,DrzelmWLS74.mp4,E:\kinetics400_5per\train\playing poker\DrzelmWLS74.mp4
giving or receiving award_SmQHUdpSPJM.mp4,giving or receiving award,SmQHUdpSPJM.mp4,E:\kinetics400_5per\train\giving or receiving award\SmQHUdpSPJM.mp4
marching_E2UaVcZPsYU.mp4,marching,E2UaVcZPsYU.mp4,E:\kinetics400_5per\train\marching\E2UaVcZPsYU.mp4
petting cat_B380QLVshUI.mp4,petting cat,B380QLVshUI.mp4,E:\kinetics400_5per\train\petting cat\B380QLVshUI.mp4
laughing_kGhoD-TeYzg.mp4,laughing,kGhoD-TeYzg.mp4,E:\kinetics400_5per\train\laughing\kGhoD-TeYzg.mp4
spinning poi_IK6RGwkK6TY.mp4,spinning poi,IK6RGwkK6TY.mp4,E:\kinetics400_5per\train\spinning poi\IK6RGwkK6TY.mp4
playing keyboard_MZyh8RAnUaw.mp4,playing keyboard,MZyh8RAnUaw.mp4,E:\kinetics400_5per\train\playing keyboard\MZyh8RAnUaw.mp4
headbutting_yHS0-fW_PPg.mp4,headbutting,yHS0-fW_PPg.mp4,E:\kinetics400_5per\train\headbutting\yHS0-fW_PPg.mp4
unboxing_ecH2n34q_Vs.mp4,unboxing,ecH2n34q_Vs.mp4,E:\kinetics400_5per\train\unboxing\ecH2n34q_Vs.mp4
playing violin_T7lFmWEf2L8.mp4,playing violin,T7lFmWEf2L8.mp4,E:\kinetics400_5per\train\playing violin\T7lFmWEf2L8.mp4
diving cliff_tsjafUYEo1c.mp4,diving cliff,tsjafUYEo1c.mp4,E:\kinetics400_5per\train\diving cliff\tsjafUYEo1c.mp4
picking fruit_sZbKvtOW7n0.mp4,picking fruit,sZbKvtOW7n0.mp4,E:\kinetics400_5per\train\picking fruit\sZbKvtOW7n0.mp4
shoveling snow_IxqIBAsBoAo.mp4,shoveling snow,IxqIBAsBoAo.mp4,E:\kinetics400_5per\train\shoveling snow\IxqIBAsBoAo.mp4
archery_Z2M8L7SuJUs.mp4,archery,Z2M8L7SuJUs.mp4,E:\kinetics400_5per\train\archery\Z2M8L7SuJUs.mp4
brushing hair_6T6mYnfex8I.mp4,brushing hair,6T6mYnfex8I.mp4,E:\kinetics400_5per\train\brushing hair\6T6mYnfex8I.mp4
tying bow tie_jQTcSbc4OSA.mp4,tying bow tie,jQTcSbc4OSA.mp4,E:\kinetics400_5per\train\tying bow tie\jQTcSbc4OSA.mp4
clean and jerk__Xlei2ZDvTU.mp4,clean and jerk,_Xlei2ZDvTU.mp4,E:\kinetics400_5per\train\clean and jerk\_Xlei2ZDvTU.mp4
playing basketball_wvBZuVlyC5A.mp4,playing basketball,wvBZuVlyC5A.mp4,E:\kinetics400_5per\train\playing basketball\wvBZuVlyC5A.mp4
checking tires_Hm4R2WSbaiM.mp4,checking tires,Hm4R2WSbaiM.mp4,E:\kinetics400_5per\train\checking tires\Hm4R2WSbaiM.mp4
canoeing or kayaking_PmxaGfw6q8w.mp4,canoeing or kayaking,PmxaGfw6q8w.mp4,E:\kinetics400_5per\train\canoeing or kayaking\PmxaGfw6q8w.mp4
climbing a rope_gl0K6Zy6qw8.mp4,climbing a rope,gl0K6Zy6qw8.mp4,E:\kinetics400_5per\train\climbing a rope\gl0K6Zy6qw8.mp4
presenting weather forecast_MBaHEamggNw.mp4,presenting weather forecast,MBaHEamggNw.mp4,E:\kinetics400_5per\train\presenting weather forecast\MBaHEamggNw.mp4
building shed_HKW9Ty4-g-8.mp4,building shed,HKW9Ty4-g-8.mp4,E:\kinetics400_5per\train\building shed\HKW9Ty4-g-8.mp4
playing harmonica_nt1mybFPT5I.mp4,playing harmonica,nt1mybFPT5I.mp4,E:\kinetics400_5per\train\playing harmonica\nt1mybFPT5I.mp4
bee keeping_rk7tB903XDU.mp4,bee keeping,rk7tB903XDU.mp4,E:\kinetics400_5per\train\bee keeping\rk7tB903XDU.mp4
pumping gas_PecizbNmwUE.mp4,pumping gas,PecizbNmwUE.mp4,E:\kinetics400_5per\train\pumping gas\PecizbNmwUE.mp4
somersaulting_-u7lMPwWSHI.mp4,somersaulting,-u7lMPwWSHI.mp4,E:\kinetics400_5per\train\somersaulting\-u7lMPwWSHI.mp4
riding camel_19lg_bl0HzY.mp4,riding camel,19lg_bl0HzY.mp4,E:\kinetics400_5per\train\riding camel\19lg_bl0HzY.mp4
biking through snow_2ylr0tPgNCo.mp4,biking through snow,2ylr0tPgNCo.mp4,E:\kinetics400_5per\train\biking through snow\2ylr0tPgNCo.mp4
brush painting_gU-Dj4b2048.mp4,brush painting,gU-Dj4b2048.mp4,E:\kinetics400_5per\train\brush painting\gU-Dj4b2048.mp4
washing hands_TuwYfnf2j5Y.mp4,washing hands,TuwYfnf2j5Y.mp4,E:\kinetics400_5per\train\washing hands\TuwYfnf2j5Y.mp4
surfing water_MJtzN7fTVd8.mp4,surfing water,MJtzN7fTVd8.mp4,E:\kinetics400_5per\train\surfing water\MJtzN7fTVd8.mp4
swimming breast stroke_nntMaZMxfnA.mp4,swimming breast stroke,nntMaZMxfnA.mp4,E:\kinetics400_5per\train\swimming breast stroke\nntMaZMxfnA.mp4
trimming or shaving beard_mtXeJi0osQ8.mp4,trimming or shaving beard,mtXeJi0osQ8.mp4,E:\kinetics400_5per\train\trimming or shaving beard\mtXeJi0osQ8.mp4
robot dancing_WXAloHqJHkY.mp4,robot dancing,WXAloHqJHkY.mp4,E:\kinetics400_5per\train\robot dancing\WXAloHqJHkY.mp4
cooking chicken_zDSoOktJ5T0.mp4,cooking chicken,zDSoOktJ5T0.mp4,E:\kinetics400_5per\train\cooking chicken\zDSoOktJ5T0.mp4
beatboxing_InFfcFvIu-A.mp4,beatboxing,InFfcFvIu-A.mp4,E:\kinetics400_5per\train\beatboxing\InFfcFvIu-A.mp4
motorcycling_JrMkf4sdhmc.mp4,motorcycling,JrMkf4sdhmc.mp4,E:\kinetics400_5per\train\motorcycling\JrMkf4sdhmc.mp4
getting a tattoo_6kfouUE9tMQ.mp4,getting a tattoo,6kfouUE9tMQ.mp4,E:\kinetics400_5per\train\getting a tattoo\6kfouUE9tMQ.mp4
driving tractor_UuPS6wWO54w.mp4,driving tractor,UuPS6wWO54w.mp4,E:\kinetics400_5per\train\driving tractor\UuPS6wWO54w.mp4
playing didgeridoo_hB0QNj7gH2w.mp4,playing didgeridoo,hB0QNj7gH2w.mp4,E:\kinetics400_5per\train\playing didgeridoo\hB0QNj7gH2w.mp4
shot put_wjzs9-hxvNA.mp4,shot put,wjzs9-hxvNA.mp4,E:\kinetics400_5per\train\shot put\wjzs9-hxvNA.mp4
trapezing__SWUe5-CRLE.mp4,trapezing,_SWUe5-CRLE.mp4,E:\kinetics400_5per\train\trapezing\_SWUe5-CRLE.mp4
kicking field goal_4W71vXJGT4Y.mp4,kicking field goal,4W71vXJGT4Y.mp4,E:\kinetics400_5per\train\kicking field goal\4W71vXJGT4Y.mp4
barbequing_e2kt5yZxr4g.mp4,barbequing,e2kt5yZxr4g.mp4,E:\kinetics400_5per\train\barbequing\e2kt5yZxr4g.mp4
brushing hair_mLztedYyY-0.mp4,brushing hair,mLztedYyY-0.mp4,E:\kinetics400_5per\train\brushing hair\mLztedYyY-0.mp4
laying bricks_KZxYcspdyvw.mp4,laying bricks,KZxYcspdyvw.mp4,E:\kinetics400_5per\train\laying bricks\KZxYcspdyvw.mp4
folding paper_AIOLZAlR0Fs.mp4,folding paper,AIOLZAlR0Fs.mp4,E:\kinetics400_5per\train\folding paper\AIOLZAlR0Fs.mp4
zumba_Vrvu0WThAOA.mp4,zumba,Vrvu0WThAOA.mp4,E:\kinetics400_5per\train\zumba\Vrvu0WThAOA.mp4
squat_QCBpxQjr1GI.mp4,squat,QCBpxQjr1GI.mp4,E:\kinetics400_5per\train\squat\QCBpxQjr1GI.mp4
tapping pen_KpClkUPLeik.mp4,tapping pen,KpClkUPLeik.mp4,E:\kinetics400_5per\train\tapping pen\KpClkUPLeik.mp4
throwing ball_7xqRDAa1x4o.mp4,throwing ball,7xqRDAa1x4o.mp4,E:\kinetics400_5per\train\throwing ball\7xqRDAa1x4o.mp4
cleaning shoes_V_vdMM0jP98.mp4,cleaning shoes,V_vdMM0jP98.mp4,E:\kinetics400_5per\train\cleaning shoes\V_vdMM0jP98.mp4
tap dancing_r7c8VftCqkY.mp4,tap dancing,r7c8VftCqkY.mp4,E:\kinetics400_5per\train\tap dancing\r7c8VftCqkY.mp4
blowing nose_EKVBzHOZUCk.mp4,blowing nose,EKVBzHOZUCk.mp4,E:\kinetics400_5per\train\blowing nose\EKVBzHOZUCk.mp4
writing_XaI3ouY8mSY.mp4,writing,XaI3ouY8mSY.mp4,E:\kinetics400_5per\train\writing\XaI3ouY8mSY.mp4
yoga_ssbUmbhyMrM.mp4,yoga,ssbUmbhyMrM.mp4,E:\kinetics400_5per\train\yoga\ssbUmbhyMrM.mp4
breakdancing_MYUgsMlKFNU.mp4,breakdancing,MYUgsMlKFNU.mp4,E:\kinetics400_5per\train\breakdancing\MYUgsMlKFNU.mp4
kitesurfing_ukLqpkvBbjc.mp4,kitesurfing,ukLqpkvBbjc.mp4,E:\kinetics400_5per\train\kitesurfing\ukLqpkvBbjc.mp4
marching_E2WcBK7cnAg.mp4,marching,E2WcBK7cnAg.mp4,E:\kinetics400_5per\train\marching\E2WcBK7cnAg.mp4
playing poker_HRRkqWpuOws.mp4,playing poker,HRRkqWpuOws.mp4,E:\kinetics400_5per\train\playing poker\HRRkqWpuOws.mp4
tango dancing_g4T4XdzlC9k.mp4,tango dancing,g4T4XdzlC9k.mp4,E:\kinetics400_5per\train\tango dancing\g4T4XdzlC9k.mp4
playing keyboard__KO7xYXL7O0.mp4,playing keyboard,_KO7xYXL7O0.mp4,E:\kinetics400_5per\train\playing keyboard\_KO7xYXL7O0.mp4
washing dishes_ur5aqt49rPQ.mp4,washing dishes,ur5aqt49rPQ.mp4,E:\kinetics400_5per\train\washing dishes\ur5aqt49rPQ.mp4
baking cookies_PLfrD6gX0pQ.mp4,baking cookies,PLfrD6gX0pQ.mp4,E:\kinetics400_5per\train\baking cookies\PLfrD6gX0pQ.mp4
hammer throw_1EO4H0EAnVA.mp4,hammer throw,1EO4H0EAnVA.mp4,E:\kinetics400_5per\train\hammer throw\1EO4H0EAnVA.mp4
yoga_5L2_Nip4kwA.mp4,yoga,5L2_Nip4kwA.mp4,E:\kinetics400_5per\train\yoga\5L2_Nip4kwA.mp4
dining_PScubgW1aYA.mp4,dining,PScubgW1aYA.mp4,E:\kinetics400_5per\train\dining\PScubgW1aYA.mp4
playing cricket_Wid4z5xHtUk.mp4,playing cricket,Wid4z5xHtUk.mp4,E:\kinetics400_5per\train\playing cricket\Wid4z5xHtUk.mp4
zumba_2g_5Wzo1mJM.mp4,zumba,2g_5Wzo1mJM.mp4,E:\kinetics400_5per\train\zumba\2g_5Wzo1mJM.mp4
driving tractor_M77FIQU5rsQ.mp4,driving tractor,M77FIQU5rsQ.mp4,E:\kinetics400_5per\train\driving tractor\M77FIQU5rsQ.mp4
shoveling snow_ZBy_3bIgvoQ.mp4,shoveling snow,ZBy_3bIgvoQ.mp4,E:\kinetics400_5per\train\shoveling snow\ZBy_3bIgvoQ.mp4
ski jumping_G89VpEJ7N0o.mp4,ski jumping,G89VpEJ7N0o.mp4,E:\kinetics400_5per\train\ski jumping\G89VpEJ7N0o.mp4
peeling apples_HVQaGJH-IcU.mp4,peeling apples,HVQaGJH-IcU.mp4,E:\kinetics400_5per\train\peeling apples\HVQaGJH-IcU.mp4
juggling balls_bwA3xgnydkk.mp4,juggling balls,bwA3xgnydkk.mp4,E:\kinetics400_5per\train\juggling balls\bwA3xgnydkk.mp4
pushing cart_UP4aRedOKBU.mp4,pushing cart,UP4aRedOKBU.mp4,E:\kinetics400_5per\train\pushing cart\UP4aRedOKBU.mp4
throwing discus_nvMacm3DjNU.mp4,throwing discus,nvMacm3DjNU.mp4,E:\kinetics400_5per\train\throwing discus\nvMacm3DjNU.mp4
riding camel_XcUyEJbO8aU.mp4,riding camel,XcUyEJbO8aU.mp4,E:\kinetics400_5per\train\riding camel\XcUyEJbO8aU.mp4
front raises_9qqzdztD0VM.mp4,front raises,9qqzdztD0VM.mp4,E:\kinetics400_5per\train\front raises\9qqzdztD0VM.mp4
washing feet_KTXxUgnkzgA.mp4,washing feet,KTXxUgnkzgA.mp4,E:\kinetics400_5per\train\washing feet\KTXxUgnkzgA.mp4
cleaning windows_alnSuLlHrjk.mp4,cleaning windows,alnSuLlHrjk.mp4,E:\kinetics400_5per\train\cleaning windows\alnSuLlHrjk.mp4
playing tennis_T3VXxTjvZBE.mp4,playing tennis,T3VXxTjvZBE.mp4,E:\kinetics400_5per\train\playing tennis\T3VXxTjvZBE.mp4
catching or throwing baseball__DnTTEBEWD8.mp4,catching or throwing baseball,_DnTTEBEWD8.mp4,E:\kinetics400_5per\train\catching or throwing baseball\_DnTTEBEWD8.mp4
ice climbing_fkmwfi21-n4.mp4,ice climbing,fkmwfi21-n4.mp4,E:\kinetics400_5per\train\ice climbing\fkmwfi21-n4.mp4
contact juggling_3dcqGT0VVMY.mp4,contact juggling,3dcqGT0VVMY.mp4,E:\kinetics400_5per\train\contact juggling\3dcqGT0VVMY.mp4
motorcycling_hK6Z0yS6lcA.mp4,motorcycling,hK6Z0yS6lcA.mp4,E:\kinetics400_5per\train\motorcycling\hK6Z0yS6lcA.mp4
smoking hookah_qrDKhk0v26Q.mp4,smoking hookah,qrDKhk0v26Q.mp4,E:\kinetics400_5per\train\smoking hookah\qrDKhk0v26Q.mp4
unboxing_OX3Owo7CEX8.mp4,unboxing,OX3Owo7CEX8.mp4,E:\kinetics400_5per\train\unboxing\OX3Owo7CEX8.mp4
spinning poi_9lCApDddOFE.mp4,spinning poi,9lCApDddOFE.mp4,E:\kinetics400_5per\train\spinning poi\9lCApDddOFE.mp4
roller skating_f6rptbVC2yI.mp4,roller skating,f6rptbVC2yI.mp4,E:\kinetics400_5per\train\roller skating\f6rptbVC2yI.mp4
playing keyboard_cVwEZKwJ-II.mp4,playing keyboard,cVwEZKwJ-II.mp4,E:\kinetics400_5per\train\playing keyboard\cVwEZKwJ-II.mp4
catching or throwing softball_p7yGgWeBG2E.mp4,catching or throwing softball,p7yGgWeBG2E.mp4,E:\kinetics400_5per\train\catching or throwing softball\p7yGgWeBG2E.mp4
playing paintball_skJPJH0QVlw.mp4,playing paintball,skJPJH0QVlw.mp4,E:\kinetics400_5per\train\playing paintball\skJPJH0QVlw.mp4
bobsledding_mb2rno2ylUU.mp4,bobsledding,mb2rno2ylUU.mp4,E:\kinetics400_5per\train\bobsledding\mb2rno2ylUU.mp4
dribbling basketball_B2GtZobnYik.mp4,dribbling basketball,B2GtZobnYik.mp4,E:\kinetics400_5per\train\dribbling basketball\B2GtZobnYik.mp4
riding unicycle_8HMbBqewtW4.mp4,riding unicycle,8HMbBqewtW4.mp4,E:\kinetics400_5per\train\riding unicycle\8HMbBqewtW4.mp4
playing poker_V5v0e4N__t8.mp4,playing poker,V5v0e4N__t8.mp4,E:\kinetics400_5per\train\playing poker\V5v0e4N__t8.mp4
milking cow_1LPmnkU9KB4.mp4,milking cow,1LPmnkU9KB4.mp4,E:\kinetics400_5per\train\milking cow\1LPmnkU9KB4.mp4
wrapping present_3wziVLAwDaQ.mp4,wrapping present,3wziVLAwDaQ.mp4,E:\kinetics400_5per\train\wrapping present\3wziVLAwDaQ.mp4
catching or throwing frisbee_3sozY8wghYA.mp4,catching or throwing frisbee,3sozY8wghYA.mp4,E:\kinetics400_5per\train\catching or throwing frisbee\3sozY8wghYA.mp4
tai chi_Z-xP4fvrukM.mp4,tai chi,Z-xP4fvrukM.mp4,E:\kinetics400_5per\train\tai chi\Z-xP4fvrukM.mp4
hockey stop_b7c-TYeG2dE.mp4,hockey stop,b7c-TYeG2dE.mp4,E:\kinetics400_5per\train\hockey stop\b7c-TYeG2dE.mp4
front raises_Byv-X565ifQ.mp4,front raises,Byv-X565ifQ.mp4,E:\kinetics400_5per\train\front raises\Byv-X565ifQ.mp4
water sliding_z3O9BA6Ta_k.mp4,water sliding,z3O9BA6Ta_k.mp4,E:\kinetics400_5per\train\water sliding\z3O9BA6Ta_k.mp4
shearing sheep_HnskSQwzcqg.mp4,shearing sheep,HnskSQwzcqg.mp4,E:\kinetics400_5per\train\shearing sheep\HnskSQwzcqg.mp4
squat_blJraLmAfD0.mp4,squat,blJraLmAfD0.mp4,E:\kinetics400_5per\train\squat\blJraLmAfD0.mp4
canoeing or kayaking_HOlsie7NgtY.mp4,canoeing or kayaking,HOlsie7NgtY.mp4,E:\kinetics400_5per\train\canoeing or kayaking\HOlsie7NgtY.mp4
folding clothes_INz6FvFgsKo.mp4,folding clothes,INz6FvFgsKo.mp4,E:\kinetics400_5per\train\folding clothes\INz6FvFgsKo.mp4
skiing crosscountry_TD2om9voN98.mp4,skiing crosscountry,TD2om9voN98.mp4,E:\kinetics400_5per\train\skiing crosscountry\TD2om9voN98.mp4
playing ice hockey_UZk9OSIZ9iI.mp4,playing ice hockey,UZk9OSIZ9iI.mp4,E:\kinetics400_5per\train\playing ice hockey\UZk9OSIZ9iI.mp4
dancing charleston_zIec9gTf6cE.mp4,dancing charleston,zIec9gTf6cE.mp4,E:\kinetics400_5per\train\dancing charleston\zIec9gTf6cE.mp4
triple jump_95tjA-9jOb0.mp4,triple jump,95tjA-9jOb0.mp4,E:\kinetics400_5per\train\triple jump\95tjA-9jOb0.mp4
cooking chicken_O0EyuRDXPXk.mp4,cooking chicken,O0EyuRDXPXk.mp4,E:\kinetics400_5per\train\cooking chicken\O0EyuRDXPXk.mp4
frying vegetables_RyCJKLnT8JE.mp4,frying vegetables,RyCJKLnT8JE.mp4,E:\kinetics400_5per\train\frying vegetables\RyCJKLnT8JE.mp4
pushing car_qEK4CYvTi4g.mp4,pushing car,qEK4CYvTi4g.mp4,E:\kinetics400_5per\train\pushing car\qEK4CYvTi4g.mp4
triple jump_60siNxokTj0.mp4,triple jump,60siNxokTj0.mp4,E:\kinetics400_5per\train\triple jump\60siNxokTj0.mp4
somersaulting_MiQo_tAkEjo.mp4,somersaulting,MiQo_tAkEjo.mp4,E:\kinetics400_5per\train\somersaulting\MiQo_tAkEjo.mp4
crawling baby_CxNyWsCH9q0.mp4,crawling baby,CxNyWsCH9q0.mp4,E:\kinetics400_5per\train\crawling baby\CxNyWsCH9q0.mp4
grooming horse_V22fALmLkps.mp4,grooming horse,V22fALmLkps.mp4,E:\kinetics400_5per\train\grooming horse\V22fALmLkps.mp4
playing xylophone_Rl_oI_Db4N4.mp4,playing xylophone,Rl_oI_Db4N4.mp4,E:\kinetics400_5per\train\playing xylophone\Rl_oI_Db4N4.mp4
country line dancing_7EGsGlmZp90.mp4,country line dancing,7EGsGlmZp90.mp4,E:\kinetics400_5per\train\country line dancing\7EGsGlmZp90.mp4
tossing salad_GzzOdzTIz5s.mp4,tossing salad,GzzOdzTIz5s.mp4,E:\kinetics400_5per\train\tossing salad\GzzOdzTIz5s.mp4
pole vault_HfIGjVFJhKs.mp4,pole vault,HfIGjVFJhKs.mp4,E:\kinetics400_5per\train\pole vault\HfIGjVFJhKs.mp4
riding elephant_hmpy48w42tY.mp4,riding elephant,hmpy48w42tY.mp4,E:\kinetics400_5per\train\riding elephant\hmpy48w42tY.mp4
zumba_idpXbOCuur4.mp4,zumba,idpXbOCuur4.mp4,E:\kinetics400_5per\train\zumba\idpXbOCuur4.mp4
surfing water_GRFg9FX2lZE.mp4,surfing water,GRFg9FX2lZE.mp4,E:\kinetics400_5per\train\surfing water\GRFg9FX2lZE.mp4
spray painting_Q13KhCqTHGA.mp4,spray painting,Q13KhCqTHGA.mp4,E:\kinetics400_5per\train\spray painting\Q13KhCqTHGA.mp4
playing ice hockey__nw9wtgn0bQ.mp4,playing ice hockey,_nw9wtgn0bQ.mp4,E:\kinetics400_5per\train\playing ice hockey\_nw9wtgn0bQ.mp4
somersaulting_xMX-NCe9aRE.mp4,somersaulting,xMX-NCe9aRE.mp4,E:\kinetics400_5per\train\somersaulting\xMX-NCe9aRE.mp4
stretching arm_J0M_p4kKGlw.mp4,stretching arm,J0M_p4kKGlw.mp4,E:\kinetics400_5per\train\stretching arm\J0M_p4kKGlw.mp4
